Transaction_Type,Account_Balance,Device_Type,Location,Merchant_Category,Card_Type,Card_Age,Authentication_Method,Risk_Score,Is_Weekend,Transaction_Month,Transaction_Day,Transaction_Hour,Transaction_DayOfWeek,Failed_Transaction_Rate,Transaction_Ratio
Online,3844.14,Tablet,Sydney,Travel,Discover,113.0,PIN,0.5253,1,4,29,5,5,0.16666666666666666,0.5898222268427071
Bank Transfer,11936.92,Tablet,London,Electronics,Mastercard,96.0,Biometric,0.5834,0,8,16,15,2,0.0,0.2503940455341506
Online,60215.36,Tablet,Tokyo,Electronics,Visa,230.0,Biometric,0.4174,1,1,15,3,6,0.25,0.025600390101182497
ATM Withdrawal,71917.66,Tablet,Sydney,Clothing,Discover,75.0,PIN,0.1319,0,2,15,1,2,0.3333333333333333,0.23806109278646206
POS,88964.24,Laptop,Sydney,Groceries,Amex,139.0,OTP,0.1253,0,1,18,18,2,2.0,0.011409182000364365
Online,79661.98,Tablet,New York,Clothing,Amex,89.0,PIN,0.1182,0,10,13,3,4,0.3333333333333333,0.06484802718519918
Bank Transfer,67118.33,Tablet,Mumbai,Groceries,Visa,57.0,OTP,0.6327,0,10,23,3,0,0.36363636363636365,0.6049110536718869
Bank Transfer,64607.42,Laptop,Tokyo,Restaurants,Mastercard,238.0,OTP,0.1594,0,1,10,17,1,1.0,0.15308785889865942
Online,54365.59,Tablet,London,Travel,Mastercard,53.0,OTP,0.4764,0,5,17,1,2,1.5,0.1297948854555141
Online,21167.84,Laptop,London,Restaurants,Visa,104.0,OTP,0.69,1,1,7,16,5,2.0,0.46949182345700713
ATM Withdrawal,98791.38,Mobile,Tokyo,Travel,Mastercard,41.0,Biometric,0.3689,0,6,13,22,1,0.07692307692307693,3.095259799453054
Bank Transfer,68068.67,Mobile,Mumbai,Restaurants,Amex,194.0,Password,0.4148,0,6,23,10,4,1.0,0.45469774064535046
Bank Transfer,33343.04,Mobile,London,Travel,Mastercard,57.0,Biometric,0.1611,0,3,6,22,0,1.3333333333333333,1.186105995498261
POS,34791.47,Laptop,Sydney,Restaurants,Discover,86.0,OTP,0.3075,0,12,4,16,0,0.25,0.3352272727272727
POS,58668.05,Mobile,Tokyo,Restaurants,Visa,59.0,Biometric,0.8053,0,3,7,0,1,0.5,0.30105419166686587
ATM Withdrawal,15330.39,Laptop,New York,Clothing,Mastercard,25.0,OTP,0.5728,1,12,31,13,6,0.0,0.42446252178965727
POS,3289.88,Laptop,London,Restaurants,Mastercard,85.0,PIN,0.9378,0,2,2,18,3,0.5714285714285714,0.15804409517572582
Online,50459.32,Mobile,Tokyo,Restaurants,Visa,68.0,Biometric,0.2941,1,2,25,23,5,0.14285714285714285,0.6357910906298003
Online,18072.33,Mobile,New York,Travel,Mastercard,167.0,PIN,0.9281,0,9,11,10,0,1.0,0.32886998163516745
POS,55937.06,Laptop,Mumbai,Groceries,Mastercard,83.0,OTP,0.578,0,8,11,11,5,0.6666666666666666,0.5187622265694469
Online,23356.46,Laptop,London,Clothing,Visa,194.0,OTP,0.2187,1,6,24,9,5,0.3333333333333333,0.26281698488632993
POS,22779.04,Tablet,Sydney,Travel,Discover,126.0,Biometric,0.8105,0,6,19,18,0,0.2,2.523792357606345
ATM Withdrawal,73630.59,Tablet,Sydney,Clothing,Visa,158.0,PIN,0.8724,0,8,10,4,3,0.4,0.31947382945451197
POS,47778.5,Laptop,London,Clothing,Discover,52.0,PIN,0.978,0,12,1,10,4,1.0,0.03709968425800631
ATM Withdrawal,90003.5,Tablet,London,Travel,Mastercard,216.0,PIN,0.0738,1,8,19,16,5,0.42857142857142855,0.41624112026508703
POS,1830.46,Tablet,Tokyo,Electronics,Mastercard,114.0,Password,0.828,0,2,22,17,2,0.14285714285714285,21.209613869188335
POS,2112.53,Mobile,New York,Groceries,Amex,128.0,Biometric,0.404,0,12,15,0,4,0.16666666666666666,0.03398802061568463
POS,85837.95,Laptop,Sydney,Travel,Visa,131.0,OTP,0.1151,0,1,27,7,4,0.3076923076923077,0.24579043004239853
ATM Withdrawal,97386.01,Mobile,Sydney,Travel,Visa,89.0,PIN,0.2995,0,10,17,6,1,0.3333333333333333,0.12059025002854207
POS,58550.68,Tablet,Sydney,Clothing,Mastercard,214.0,PIN,0.9689,0,6,23,22,4,0.8,0.9008493518104603
Bank Transfer,31939.6,Tablet,Mumbai,Restaurants,Amex,98.0,Biometric,0.6815,1,7,23,15,6,0.5,0.16019710378117458
ATM Withdrawal,37323.6,Laptop,New York,Travel,Mastercard,200.0,OTP,0.2464,0,10,4,20,2,0.5,0.3236820540835837
Online,35662.86,Tablet,London,Electronics,Discover,42.0,OTP,0.9524,0,9,8,0,4,0.14285714285714285,0.2161447117455239
POS,76859.34,Laptop,London,Clothing,Amex,98.0,Password,0.2706,0,5,16,11,1,0.0,0.05784929356357928
Bank Transfer,3789.79,Mobile,London,Travel,Visa,72.0,Password,0.8532,1,3,11,3,5,0.0,0.08158099031289028
Bank Transfer,78428.41,Tablet,Tokyo,Travel,Visa,95.0,PIN,0.3198,0,5,12,8,4,0.5714285714285714,0.6862618153567266
Online,8130.02,Mobile,New York,Electronics,Amex,149.0,OTP,0.9086,1,2,5,10,6,0.8,1.646066934862621
POS,37083.32,Tablet,Sydney,Restaurants,Mastercard,127.0,PIN,0.3919,0,4,13,21,3,2.0,0.5521653543307087
Bank Transfer,10436.02,Laptop,London,Travel,Visa,44.0,Biometric,0.8779,1,11,5,12,6,0.0,0.7452238483166318
Bank Transfer,76187.09,Laptop,unknown,Restaurants,Amex,130.0,Password,0.9465,0,4,19,0,2,0.1,0.8061558611656844
ATM Withdrawal,89129.19,Tablet,New York,Clothing,Visa,2.0,Biometric,0.7271,1,6,24,12,5,0.6,0.3567695848115831
Online,56454.33,Laptop,New York,Groceries,Visa,215.0,PIN,0.9778,0,10,25,18,2,0.125,0.17021119752312852
Bank Transfer,54366.59,Laptop,Mumbai,Clothing,Visa,167.0,Password,0.7386,0,9,22,2,4,0.0,0.12054133445237096
POS,54163.78,Laptop,New York,Travel,Amex,104.0,OTP,0.5647,1,4,30,15,6,0.0,1.4921400778210117
Bank Transfer,70788.04,Mobile,New York,Groceries,Amex,158.0,Password,0.5081,0,3,9,0,3,4.0,1.931161931161931
POS,34378.14,Tablet,London,Travel,Discover,47.0,Biometric,0.5507,0,7,14,7,4,0.5,0.6455931573075493
Bank Transfer,5116.96,Mobile,London,Groceries,Mastercard,30.0,Biometric,0.2434,1,9,30,23,5,0.23076923076923078,0.06717318962216921
POS,90694.52,Mobile,New York,Clothing,Amex,119.0,PIN,0.9832,1,7,16,2,6,0.0,0.07903194070964781
Bank Transfer,1933.92,Tablet,Mumbai,Groceries,Discover,9.0,Biometric,0.6254,0,7,27,18,3,0.5,0.3583688996103173
ATM Withdrawal,16420.95,Mobile,unknown,Groceries,Discover,22.0,Biometric,0.6001,1,12,23,15,5,0.25,0.06280182774974555
Online,73709.06,Tablet,Tokyo,Clothing,Visa,117.0,Password,0.6123,0,4,3,5,0,0.14285714285714285,0.052960465260162105
Bank Transfer,75378.03,Mobile,Sydney,Travel,Visa,73.0,Biometric,0.7208,1,11,18,10,5,0.08333333333333333,0.2753829811025383
ATM Withdrawal,69096.97,Mobile,Mumbai,Clothing,Visa,103.0,OTP,0.017,0,9,6,8,2,1.0,0.5315975047464063
Bank Transfer,55121.13,Laptop,Mumbai,Clothing,Discover,227.0,Password,0.4515,0,12,15,8,4,0.3333333333333333,0.03353068592057762
Bank Transfer,21381.16,Mobile,Tokyo,Restaurants,Amex,175.0,Biometric,0.0675,0,9,15,14,4,0.375,0.6573243270490977
Online,17445.08,Laptop,Tokyo,Restaurants,Discover,62.0,Password,0.4995,1,2,18,11,5,0.5714285714285714,0.276704124475179
Online,76610.15,Mobile,New York,Electronics,Mastercard,66.0,Biometric,0.7826,0,10,31,18,1,0.3333333333333333,1.0742720235901217
Online,84859.11,Tablet,New York,Travel,Visa,89.0,Biometric,0.7207,0,8,17,3,3,0.23076923076923078,0.3786601672252124
ATM Withdrawal,26872.09,Tablet,Mumbai,Electronics,Discover,170.0,Biometric,0.1914,1,12,3,12,6,0.07692307692307693,0.25663968763980965
Bank Transfer,47139.31,Laptop,Mumbai,Electronics,Amex,146.0,Password,0.9786,1,1,1,13,6,0.0,1.0174266180023646
ATM Withdrawal,44650.67,Mobile,Mumbai,Restaurants,Mastercard,106.0,Biometric,0.3044,0,8,11,11,5,0.25,0.12861425783214955
POS,94678.05,Tablet,Mumbai,Restaurants,Mastercard,227.0,Password,0.2475,0,5,17,15,2,1.0,4.763859500634786
ATM Withdrawal,2692.9,Tablet,Mumbai,Clothing,Amex,128.0,Password,0.9469,0,5,29,16,0,0.75,0.2922785515320334
Online,25766.19,Tablet,Tokyo,Groceries,Discover,193.0,PIN,0.2289,0,10,10,1,1,0.2857142857142857,0.13711436584605796
ATM Withdrawal,18101.33,Laptop,Tokyo,Restaurants,Discover,238.0,PIN,0.2262,0,10,2,19,0,0.15384615384615385,0.09281292984869326
POS,55549.13,Mobile,London,Clothing,Amex,93.0,Biometric,0.1539,1,4,15,4,5,0.16666666666666666,0.30489614243323443
Bank Transfer,90564.34,Laptop,Tokyo,Restaurants,Visa,191.0,PIN,0.842,0,8,16,17,2,0.4444444444444444,0.5838203160729712
Bank Transfer,97560.14,Tablet,London,Electronics,Amex,204.0,Password,0.8343,0,6,8,2,3,2.0,0.5945945945945946
Online,15399.4,Laptop,London,Clothing,Visa,222.0,OTP,0.9451,0,11,22,8,2,0.5,0.4592598604122708
POS,2991.1,Laptop,Tokyo,Travel,Amex,166.0,Password,0.1708,0,7,18,14,1,0.0,0.5760746977207752
POS,44937.82,Tablet,Sydney,Clothing,Mastercard,229.0,PIN,0.6079,0,1,26,3,3,0.36363636363636365,0.3090963494913226
ATM Withdrawal,28963.72,Mobile,Mumbai,Travel,Amex,191.0,Biometric,0.9315,0,5,8,20,0,3.0,0.38914789304298125
ATM Withdrawal,48210.86,Tablet,Tokyo,Travel,Mastercard,20.0,OTP,0.8927,0,10,23,3,0,0.5,0.3555487305487305
Bank Transfer,5289.8,Tablet,New York,Travel,Amex,172.0,PIN,0.7223,0,2,23,1,3,0.2,0.3486137859990146
Online,52139.28,Mobile,Sydney,Clothing,Amex,171.0,Password,0.6129,0,10,20,23,4,0.0,0.03160480574707898
Online,83223.11,Tablet,Sydney,Restaurants,Amex,105.0,PIN,0.2528,0,12,20,2,2,1.0,0.0077633033697062925
POS,49492.13,Tablet,New York,Clothing,Amex,57.0,PIN,0.7229,0,6,12,6,0,0.0,0.06601626016260162
Bank Transfer,60574.4,Mobile,London,Travel,Discover,140.0,Biometric,0.9977,1,5,7,18,6,0.09090909090909091,0.4509942464923792
ATM Withdrawal,55623.89,Mobile,Mumbai,Clothing,Amex,162.0,Biometric,0.9555,0,11,13,20,0,1.0,1.946436951129584
Bank Transfer,43495.86,Mobile,New York,Electronics,Mastercard,112.0,Biometric,0.1502,1,12,3,5,6,0.0,0.13439339500038225
ATM Withdrawal,20038.29,Laptop,Tokyo,Groceries,Mastercard,213.0,Password,0.238,0,8,29,8,1,0.0,0.19712604879930565
Bank Transfer,13727.65,Tablet,Tokyo,Electronics,Amex,148.0,PIN,0.5254,1,8,27,12,6,0.14285714285714285,0.6260143840621515
ATM Withdrawal,72330.43,Mobile,Sydney,Clothing,Visa,177.0,Password,0.8773,0,1,6,9,4,0.25,0.1893486208042539
Online,60361.17,Laptop,London,Clothing,Amex,164.0,OTP,0.0743,0,4,24,6,0,0.0,0.6494845360824743
Online,82829.0,Laptop,Mumbai,Groceries,Discover,39.0,PIN,0.9579,1,10,21,19,5,0.5,1.3064410804392996
POS,25416.32,Tablet,Tokyo,Electronics,Visa,90.0,Biometric,0.79,0,11,8,3,2,0.2857142857142857,0.14785267916500466
Online,14148.49,Tablet,London,Travel,Visa,21.0,Password,0.7417,1,6,4,5,6,0.6666666666666666,0.28971798298051904
Online,85897.69,Mobile,Tokyo,Restaurants,Mastercard,172.0,OTP,0.1817,0,5,31,8,2,0.5,0.13065081542447796
POS,20613.03,Tablet,London,Travel,Mastercard,122.0,Password,0.8099,0,8,23,11,2,2.0,0.18506334429901308
POS,41538.39,Tablet,London,Electronics,Mastercard,206.0,Password,0.7971,1,12,30,13,5,0.3333333333333333,0.18260230335702032
Bank Transfer,43827.21,Tablet,Tokyo,Travel,Mastercard,19.0,PIN,0.2503,0,3,29,11,2,0.1111111111111111,0.34447964032085016
Bank Transfer,74038.9,Mobile,Sydney,Groceries,Visa,137.0,OTP,0.3195,0,4,17,7,0,1.0,0.046217661827311435
Bank Transfer,44263.14,Tablet,Mumbai,Groceries,Amex,155.0,Password,0.2705,0,12,1,7,4,0.1111111111111111,0.3650724275724276
Online,94917.88,Tablet,London,Electronics,Discover,212.0,OTP,0.6919,0,8,22,3,1,0.0,0.06318907355603093
Bank Transfer,78271.08,Mobile,Tokyo,Clothing,Visa,60.0,OTP,0.6351,0,11,17,1,4,0.16666666666666666,0.42638416331580575
ATM Withdrawal,67553.93,Laptop,Mumbai,Restaurants,Amex,169.0,OTP,0.1903,0,5,26,6,4,0.0,0.1484180155508827
POS,88360.5,Tablet,London,Groceries,Visa,221.0,PIN,0.3529,1,6,3,9,5,0.07142857142857142,0.06616481774960381
ATM Withdrawal,44933.16,Laptop,Mumbai,Travel,Discover,116.0,PIN,0.6667,0,12,6,4,2,1.0,0.42191198161424215
Online,40244.17,Tablet,Tokyo,Clothing,Amex,198.0,Password,0.2928,0,3,21,8,1,0.0,1.0918968451367979
Online,60637.66,Tablet,Sydney,Clothing,Amex,148.0,Password,0.064,0,11,8,23,2,2.0,0.11129023732755432
ATM Withdrawal,14809.59,Tablet,Sydney,Travel,Discover,194.0,PIN,0.7349,0,3,28,13,1,0.18181818181818182,0.04974183323960943
POS,64433.05,Mobile,New York,Restaurants,Visa,8.0,Password,0.9691,1,4,22,9,5,2.0,6.856601731601731
Bank Transfer,82093.38,Tablet,London,Restaurants,Mastercard,102.0,Password,0.6025,1,6,11,6,6,0.3333333333333333,0.5325948951446959
Bank Transfer,94296.81,Tablet,London,Electronics,Mastercard,199.0,Password,0.4924,0,5,23,1,1,1.0,0.1293775538341982
Online,6347.62,Laptop,Tokyo,Clothing,Amex,234.0,Biometric,0.9816,1,3,12,15,6,0.6,0.7070615034168566
Bank Transfer,71881.62,Mobile,London,Groceries,Discover,238.0,Password,0.2082,0,1,11,5,2,0.1111111111111111,0.04179679518986603
Online,61366.71,Tablet,Sydney,Electronics,Discover,235.0,PIN,0.835,0,10,18,2,2,0.3,0.3524018064869303
ATM Withdrawal,48914.89,Tablet,New York,Electronics,Mastercard,178.0,PIN,0.1964,0,2,27,3,0,0.0,0.46817964019688985
Online,9618.51,Mobile,London,Travel,Mastercard,144.0,Password,0.395,0,10,17,17,1,0.16666666666666666,0.5609653725078699
POS,10133.28,Laptop,New York,Restaurants,Amex,181.0,Biometric,0.8754,0,11,16,14,3,0.125,0.7514545031417268
ATM Withdrawal,99392.95,Laptop,Tokyo,Groceries,Mastercard,39.0,Password,0.916,0,6,19,1,0,0.2857142857142857,0.009069837750680237
POS,75256.5,Mobile,Tokyo,Restaurants,Visa,74.0,PIN,0.259,0,8,11,11,5,2.0,0.09693094629156009
POS,82409.86,Mobile,London,Restaurants,Mastercard,40.0,Password,0.2302,0,10,11,6,2,0.5,0.22827423832448956
Bank Transfer,16238.63,Tablet,Mumbai,Electronics,Discover,177.0,Biometric,0.9376,0,8,16,15,2,0.36363636363636365,0.21436448055716772
ATM Withdrawal,87708.67,Tablet,New York,Clothing,Mastercard,40.0,Password,0.4444,0,4,4,5,1,0.3333333333333333,6.711764705882353
Online,60090.52,Tablet,Mumbai,Electronics,Mastercard,209.0,Biometric,0.3101,1,12,2,4,5,3.0,2.4751559475155944
ATM Withdrawal,82880.84,Mobile,London,Groceries,Discover,53.0,Password,0.1947,0,8,3,22,3,0.8,0.24890714501055167
POS,96572.12,Mobile,London,Electronics,Amex,199.0,Biometric,0.7138,1,6,3,14,5,0.8,0.2619249702936683
POS,14220.42,Mobile,New York,Groceries,Discover,49.0,Password,0.8044,0,3,24,16,4,4.0,0.009597298221614228
Bank Transfer,69561.15,Laptop,New York,Clothing,Mastercard,133.0,PIN,0.0201,1,9,2,23,5,0.3333333333333333,0.21516245487364621
Bank Transfer,51054.47,Mobile,Mumbai,Clothing,Discover,234.0,Biometric,0.1028,0,10,26,19,3,0.08333333333333333,0.07561128526645769
Online,68019.82,Mobile,New York,Restaurants,Discover,10.0,Password,0.4324,0,7,24,12,0,0.25,0.25858022880610143
Online,46629.84,Laptop,London,Travel,Amex,149.0,PIN,0.2789,0,10,18,11,2,0.0,9.98392857142857
ATM Withdrawal,54798.89,Laptop,Sydney,Travel,Mastercard,176.0,PIN,0.7621,0,3,30,9,3,0.0,0.13295304958315052
POS,38053.99,Mobile,Tokyo,Electronics,Discover,161.0,Biometric,0.3574,0,11,29,13,2,0.3333333333333333,0.5790880945679707
Bank Transfer,50998.03,Tablet,New York,Electronics,Mastercard,31.0,Password,0.466,1,6,10,19,5,0.2857142857142857,0.31570843051561326
Online,68516.95,Tablet,Mumbai,Restaurants,Mastercard,75.0,Password,0.4695,1,11,5,19,6,0.08333333333333333,0.26755604367207186
POS,26400.57,Tablet,Mumbai,Clothing,Visa,175.0,OTP,0.1315,0,6,20,2,1,0.6666666666666666,0.5117830986506621
Online,21267.7,Mobile,Tokyo,Restaurants,Discover,98.0,OTP,0.7214,0,2,23,16,3,0.08333333333333333,0.028113900427427604
Bank Transfer,12865.05,Laptop,Tokyo,Restaurants,Mastercard,40.0,Password,0.5365,0,6,8,15,3,1.5,0.8272990586531499
Bank Transfer,62100.94,Tablet,Tokyo,Restaurants,Visa,172.0,Biometric,0.2481,0,10,17,23,1,1.3333333333333333,1.4647800676714857
POS,91413.61,Tablet,Sydney,Restaurants,Visa,132.0,PIN,0.6678,1,10,1,3,6,0.1,1.3466666666666667
ATM Withdrawal,20323.4,Mobile,Tokyo,Electronics,Discover,24.0,Password,0.9913,0,5,8,7,0,0.0,0.19400151860288536
Bank Transfer,91424.5,Tablet,London,Clothing,Amex,161.0,PIN,0.3359,1,2,19,5,6,0.2222222222222222,0.20829498077860198
Online,25731.71,Laptop,Tokyo,Travel,Discover,193.0,OTP,0.4466,0,4,20,1,3,0.6666666666666666,0.32961895613192443
Online,89542.12,Mobile,Mumbai,Groceries,Visa,178.0,PIN,0.5947,0,12,22,17,4,0.2857142857142857,0.6590536308961678
ATM Withdrawal,25278.08,Tablet,Mumbai,Clothing,Mastercard,156.0,OTP,0.6115,0,8,7,1,0,3.0,0.007044553300676464
ATM Withdrawal,34988.52,Mobile,Tokyo,Restaurants,Visa,229.0,OTP,0.5595,0,11,29,13,2,0.1,0.02772277227722772
POS,54527.03,Mobile,New York,Travel,Mastercard,167.0,Biometric,0.9879,0,1,19,23,3,0.36363636363636365,0.8987922542338573
POS,20577.38,Laptop,Sydney,Clothing,Amex,125.0,OTP,0.7872,0,8,11,11,5,0.3076923076923077,0.18827911219215565
ATM Withdrawal,36221.05,Mobile,Sydney,Groceries,Visa,136.0,Biometric,0.832,1,12,17,3,6,0.0,3.122015915119363
Bank Transfer,65987.82,Mobile,New York,Electronics,Visa,19.0,Biometric,0.8577,1,2,19,4,6,0.2,0.30586370839936605
ATM Withdrawal,66595.71,Mobile,Tokyo,Groceries,Discover,71.0,Biometric,0.561,0,7,5,10,2,0.3076923076923077,0.732797098753952
ATM Withdrawal,39646.59,Laptop,New York,Restaurants,Visa,206.0,Password,0.6737,1,2,26,9,6,0.14285714285714285,0.05308584954679291
ATM Withdrawal,34488.95,Mobile,Tokyo,Travel,Discover,196.0,Biometric,0.0732,0,6,19,13,0,1.5,0.27553109220761496
Online,70989.07,Laptop,Sydney,Clothing,Visa,83.0,Password,0.3004,1,2,12,16,6,0.18181818181818182,0.0489265640836635
ATM Withdrawal,27643.62,Laptop,Sydney,Travel,Amex,180.0,Password,0.6638,1,3,18,2,5,1.0,0.14032390323903238
ATM Withdrawal,9130.62,Mobile,Mumbai,Electronics,Discover,122.0,OTP,0.2625,0,9,27,1,2,0.09090909090909091,0.37851184919750674
ATM Withdrawal,94232.55,Laptop,London,Groceries,Discover,58.0,PIN,0.3941,1,11,12,8,6,2.0,0.25319805910895454
Bank Transfer,8218.5,Laptop,Mumbai,Restaurants,Visa,198.0,Biometric,0.1401,0,1,23,9,0,0.0,0.3494574586755907
Bank Transfer,60583.61,Tablet,New York,Electronics,Mastercard,27.0,Password,0.5161,0,8,10,14,3,0.16666666666666666,0.036728336020550374
POS,70840.78,Mobile,Sydney,Groceries,Mastercard,182.0,Biometric,0.6372,1,5,6,21,5,0.16666666666666666,1.6938127974616606
POS,91403.65,Tablet,Sydney,Clothing,Discover,95.0,PIN,0.4309,0,10,11,3,2,0.5,0.08519848492301639
POS,31784.25,Tablet,Sydney,Electronics,Mastercard,157.0,OTP,0.3585,0,3,27,19,0,0.0,0.2571002886674737
Bank Transfer,25732.37,Mobile,New York,Restaurants,Discover,55.0,PIN,0.1034,1,9,30,2,5,0.21428571428571427,0.1901747410275191
POS,90751.74,Tablet,Sydney,Groceries,Visa,8.0,Password,0.4815,0,9,18,4,0,0.2857142857142857,0.17984950313056464
Online,25474.65,Laptop,New York,Travel,Visa,68.0,Biometric,0.8571,0,8,11,11,5,0.4444444444444444,0.26658436421354964
POS,71152.26,Mobile,London,Travel,Mastercard,174.0,PIN,0.1041,0,6,1,11,3,0.16666666666666666,0.1487900588620013
Bank Transfer,27754.32,Laptop,London,Electronics,Discover,84.0,Biometric,0.625,0,10,27,13,4,1.0,0.5281272252551625
POS,70211.83,Mobile,Sydney,Travel,Visa,142.0,PIN,0.4696,1,4,9,16,6,0.2857142857142857,0.3213148028077693
Bank Transfer,4237.17,Mobile,New York,Restaurants,Mastercard,50.0,Password,0.8544,0,5,10,4,2,2.0,0.23013322345831616
Bank Transfer,80429.92,Mobile,Mumbai,Electronics,Visa,177.0,OTP,0.0581,0,11,9,14,3,2.0,0.05137717576515756
Bank Transfer,34868.95,Tablet,Tokyo,Clothing,Mastercard,187.0,Password,0.7284,0,5,19,20,4,0.3333333333333333,0.20615612083739376
Online,15924.88,Tablet,Sydney,Restaurants,Mastercard,30.0,OTP,0.8928,1,5,7,17,6,0.09090909090909091,0.12628677960606305
Online,78110.59,Laptop,New York,Electronics,Mastercard,29.0,Password,0.362,0,12,22,0,4,0.0,2.637096774193548
Bank Transfer,18854.2,Mobile,Tokyo,Groceries,Mastercard,234.0,Password,0.2524,0,6,7,2,2,0.36363636363636365,0.37557522123893805
Online,34362.8,Tablet,Tokyo,Groceries,Discover,52.0,Biometric,0.1064,0,11,21,0,1,0.2857142857142857,0.10973873639043169
Online,53521.73,Tablet,New York,Clothing,Mastercard,112.0,Password,0.7168,0,3,1,12,2,0.1,0.1366455614420468
POS,77795.09,Mobile,Mumbai,Electronics,Mastercard,54.0,PIN,0.9285,0,1,30,10,0,0.0,2.1747229064039413
ATM Withdrawal,93418.97,Tablet,Sydney,Restaurants,Mastercard,28.0,Biometric,0.2911,0,9,12,12,1,0.0,0.02868051028959866
ATM Withdrawal,51507.46,Tablet,Tokyo,Clothing,Amex,106.0,PIN,0.8829,0,12,28,3,3,0.0,0.5878467635402905
Bank Transfer,6137.55,Tablet,Sydney,Clothing,Visa,154.0,OTP,0.2195,0,5,26,14,4,0.0,0.0509185914005392
ATM Withdrawal,11572.47,Laptop,London,Clothing,Mastercard,141.0,PIN,0.2819,0,8,29,15,1,0.0,0.6724803324922072
POS,45747.45,Laptop,Tokyo,Electronics,Visa,163.0,OTP,0.4704,1,7,29,2,5,0.0,0.6480709071949948
Online,40247.18,Mobile,Tokyo,Electronics,Amex,157.0,Biometric,0.6636,0,10,12,6,3,1.0,0.004978530088991226
Bank Transfer,4025.49,Tablet,Mumbai,Restaurants,Discover,22.0,Password,0.4553,0,8,11,11,5,0.0,0.6355005753739931
Online,61087.44,Laptop,London,Clothing,Visa,203.0,PIN,0.2745,0,7,28,0,4,0.2,0.08497802740723405
Online,20841.95,Mobile,Mumbai,Groceries,Visa,99.0,OTP,0.0919,0,12,5,14,1,0.375,0.017903160179031603
Bank Transfer,32740.08,Tablet,London,Electronics,Visa,186.0,OTP,0.7809,0,4,7,10,4,0.0,0.35262569832402235
POS,53109.61,Mobile,New York,Restaurants,Visa,63.0,PIN,0.6445,0,12,19,10,1,0.8,0.06398984863591045
Bank Transfer,2267.36,Tablet,Tokyo,Electronics,Visa,189.0,Biometric,0.2389,0,2,16,3,3,0.6,0.4856050259491942
Online,30177.99,Tablet,Mumbai,Clothing,Visa,207.0,Password,0.2954,0,3,3,1,4,2.0,1.1206123204806386
POS,71991.93,Laptop,Sydney,Electronics,Discover,5.0,Biometric,0.1129,0,2,8,22,2,0.09090909090909091,0.9544650751547302
Bank Transfer,27721.38,Laptop,Sydney,Clothing,Visa,40.0,Password,0.6595,1,5,21,7,6,0.36363636363636365,0.4417408906882591
Online,85608.2,Mobile,London,Groceries,Visa,5.0,PIN,0.1547,0,7,18,6,1,0.23076923076923078,0.13076511503477795
POS,89852.95,Mobile,Tokyo,Groceries,Amex,197.0,Password,0.7055,0,11,6,11,0,1.0,0.4456467709249417
ATM Withdrawal,4934.22,Tablet,Mumbai,Electronics,Mastercard,91.0,Biometric,0.5983,0,12,26,23,1,0.125,0.10702398017444545
ATM Withdrawal,92145.74,Laptop,Tokyo,Groceries,Mastercard,137.0,PIN,0.1454,0,9,29,23,4,0.2857142857142857,0.22671156004489337
ATM Withdrawal,74537.32,Tablet,New York,Travel,Mastercard,227.0,OTP,0.6633,1,10,8,6,6,0.3333333333333333,0.12551867219917012
Bank Transfer,18751.04,Laptop,Tokyo,Restaurants,Amex,135.0,OTP,0.9859,1,12,17,21,6,0.0,0.07961720599842147
Bank Transfer,3824.13,Laptop,Mumbai,Groceries,Visa,99.0,PIN,0.0019,0,10,6,16,4,0.125,0.08409716798881993
Bank Transfer,84192.65,Tablet,New York,Electronics,Mastercard,24.0,Password,0.7316,0,7,12,17,2,0.16666666666666666,0.5892168921689217
Bank Transfer,77190.6,Tablet,London,Electronics,Amex,25.0,OTP,0.8282,0,7,10,18,0,3.0,2.374094765156218
Bank Transfer,3501.23,Mobile,Tokyo,Groceries,Discover,107.0,Password,0.6448,0,1,9,15,0,4.0,0.19919282955333267
ATM Withdrawal,22142.34,Tablet,New York,Groceries,Visa,199.0,OTP,0.4345,1,10,28,14,5,0.0,2.27963227418779
Bank Transfer,19305.37,Mobile,London,Clothing,Mastercard,44.0,PIN,0.7823,0,5,18,18,3,0.23076923076923078,0.3506363118335007
Online,90245.79,Tablet,Tokyo,Restaurants,Amex,29.0,Biometric,0.3329,1,4,29,3,5,0.75,0.3306512739781937
Bank Transfer,29566.86,Mobile,London,Travel,Visa,191.0,PIN,0.3236,0,10,12,7,3,0.07142857142857142,0.10324595838081972
POS,21348.37,Tablet,Sydney,Travel,Visa,164.0,Password,0.8459,0,11,8,0,2,0.6666666666666666,1.5219342430625515
Online,35956.46,Tablet,Tokyo,Electronics,Mastercard,163.0,PIN,0.1424,0,10,30,17,0,0.125,0.14205238944700027
POS,50940.03,Mobile,London,Groceries,Discover,71.0,Biometric,0.7388,1,6,17,10,5,0.4,0.6152756128666573
Online,6251.68,Mobile,Sydney,Electronics,Discover,86.0,Biometric,0.6678,0,10,10,21,1,0.25,0.5902774752798711
Bank Transfer,89757.97,Tablet,New York,Restaurants,Visa,219.0,Password,0.8257,1,4,22,22,5,0.2,0.28759995899118307
POS,47213.3,Tablet,Tokyo,Clothing,Mastercard,92.0,Biometric,0.9932,1,10,1,14,6,0.3333333333333333,0.33040809734036825
